manufactory;product_name;segment;category;subcategory;Product ID;Product Available (Inventory)
Tenex;Tenex File Box, Personal Filing Tote with Lid, Black;Corporate;Office Supplies;Storage;274;41
Ibico;Ibico Standard Transparent Covers;Corporate;Office Supplies;Binders;275;397
Tenex;Tenex B1-RE Series Chair Mats for Low Pile Carpets;Corporate;Furniture;Furnishings;276;294
C-Line;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;Corporate;Furniture;Furnishings;277;306
Xerox;Xerox 194;Corporate;Office Supplies;Paper;278;382
Xerox;Xerox 211;Corporate;Office Supplies;Paper;279;458
KI;KI Adjustable-Height Table;Home Office;Furniture;Tables;280;178
Martin-Yale;Martin-Yale Premier Letter Opener;Home Office;Office Supplies;Supplies;281;463
Imation;Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive;;;;;
Other;Large Capacity Hanging Post Binders;Corporate;Office Supplies;Binders;283;491
Boston;Boston Home & Office Model 2000 Electric Pencil Sharpeners;Corporate;Office Supplies;Art;284;331
Avery;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";Corporate;Office Supplies;Binders;285;192
Razer;Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset;Corporate;Technology;Accessories;286;475
Chromcraft;Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;Corporate;Furniture;Tables;287;51
Kingston;Kingston Digital DataTraveler 32GB USB 2.0;Corporate;Technology;Accessories;288;317
Other;Stacking Tray, Side-Loading, Legal, Smoke;Consumer;Furniture;Furnishings;289;432
Xerox;Xerox 1945;Corporate;Office Supplies;Paper;290;239
AT&T;AT&T TR1909W;Corporate;Technology;Phones;229;160
Xerox;Xerox 226;Home Office;Office Supplies;Paper;291;81
RCA;RCA Visys Integrated PBX 8-Line Router;Home Office;Technology;Phones;292;22
OIC;Binder Clips by OIC;Corporate;Office Supplies;Fasteners;293;138
Things To Do;Things To Do Today Spiral Book;Corporate;Office Supplies;Paper;294;233
SAFCO;SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine;Corporate;Furniture;Tables;295;209
Riverside;Riverside Furniture Stanwyck Manor Table Series;Consumer;Furniture;Tables;296;147
Bevis;Bevis 36 x 72 Conference Tables;Home Office;Furniture;Tables;297;487
Logitech;Logitech Wireless Headset h800;Home Office;Technology;Accessories;298;26
Alliance;Alliance Super-Size Bands, Assorted Sizes;Home Office;Office Supplies;Fasteners;10;321
Acco;"Acco Banker's Clasps, 5 3/4""-Long";Consumer;Office Supplies;Fasteners;299;292
Xerox;Xerox 224;Consumer;Office Supplies;Paper;300;243
Logitech;Logitech Wireless Anywhere Mouse MX for PC and Mac;Consumer;Technology;Accessories;301;108
Logitech;Logitech Wireless Gaming Headset G930;Consumer;Technology;Accessories;141;115
Eldon;Eldon Simplefile Box Office;Consumer;Office Supplies;Storage;302;137
Memorex;Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive;Consumer;Technology;Accessories;303;131
AT&T;AT&T SB67148 SynJ;Consumer;Technology;Phones;304;397
GBC;GBC Personal VeloBind Strips;Consumer;Office Supplies;Binders;305;229
Jawbone;Jawbone JAMBOX Wireless Bluetooth Speaker;Home Office;Technology;Phones;306;238
Other;Prismacolor Color Pencil Set;Corporate;Office Supplies;Art;307;23
O'Sullivan;O'Sullivan Living Dimensions 2-Shelf Bookcases;Corporate;Furniture;Bookcases;236;465
Other;Recycled Pressboard Report Cover with Reinforced Top Hinge;Corporate;Office Supplies;Binders;308;278
AT&T;AT&T 1080 Corded phone;Corporate;Technology;Phones;309;343
Pyle;Pyle PMP37LED;Corporate;Technology;Phones;310;373
Xerox;Xerox 213;Consumer;Office Supplies;Paper;311;268
Newell;Newell 314;Corporate;Office Supplies;Art;312;177
Fellowes;Fellowes PB200 Plastic Comb Binding Machine;Corporate;Office Supplies;Binders;313;412
Other;Staples;Corporate;Office Supplies;Fasteners;80;325
Square;"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White";Corporate;Technology;Phones;314;313
Avery;Avery 479;Home Office;Office Supplies;Labels;315;434
Howard Miller;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";Home Office;Furniture;Furnishings;316;58
Belkin;Belkin F9G930V10-GRY 9 Outlet Surge;Home Office;Office Supplies;Appliances;317;499
Avery;Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack;Corporate;Office Supplies;Art;4;432
DMI;DMI Arturo Collection Mission-style Design Wood Chair;Consumer;Furniture;Chairs;318;260
Prang;Prang Dustless Chalk Sticks;Consumer;Office Supplies;Art;319;362
Other;Cameo Buff Policy Envelopes;Consumer;Office Supplies;Envelopes;320;368
Kensington;Kensington Expert Mouse Optical USB Trackball for PC or Mac;Consumer;Technology;Accessories;321;101
Binney & Smith;Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box;Consumer;Office Supplies;Art;322;428
Newell;Newell 351;Consumer;Office Supplies;Art;45;317
Advantus;Advantus Push Pins, Aluminum Head;Consumer;Office Supplies;Fasteners;323;327
Ativa;Ativa MDM8000 8-Sheet Micro-Cut Shredder;Consumer;Technology;Machines;324;224
GBC;GBC Durable Plastic Covers;Consumer;Office Supplies;Binders;325;43
Xerox;Xerox 232;Consumer;Office Supplies;Paper;326;208
Executive Impressions;"Executive Impressions 13"" Chairman Wall Clock";Home Office;Furniture;Furnishings;327;292
GE;GE 4 Foot Flourescent Tube, 40 Watt;Consumer;Furniture;Furnishings;328;472
Bush;Bush Advantage Collection Round Conference Table;Consumer;Furniture;Tables;329;230
Riverside;Riverside Furniture Stanwyck Manor Table Series;Consumer;Furniture;Tables;296;74
Other;Personal Folder Holder, Ebony;Consumer;Office Supplies;Storage;330;347
SAFCO;SAFCO Commercial Wire Shelving, Black;Corporate;Office Supplies;Storage;331;412
ACCOHIDE;ACCOHIDE Binder by Acco;Consumer;Office Supplies;Binders;332;471
ACCOHIDE;"ACCOHIDE 3-Ring Binder, Blue, 1""";Corporate;Office Supplies;Binders;333;186
Staple envelope;Staple envelope;Corporate;Office Supplies;Envelopes;29;108
Xerox;Xerox 1891;Home Office;Office Supplies;Paper;139;406
Wilson Jones;Wilson Jones Suede Grain Vinyl Binders;Corporate;Office Supplies;Binders;334;437
Global;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;Home Office;Furniture;Chairs;249;285
Global;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;Home Office;Furniture;Chairs;249;18
GE;G.E. Halogen Desk Lamp Bulbs;Home Office;Furniture;Furnishings;335;136
Other;Zipper Ring Binder Pockets;Home Office;Office Supplies;Binders;251;412
AT&T;AT&T CL2909;Consumer;Technology;Phones;336;108
Other;12 Colored Short Pencils;Home Office;Office Supplies;Art;337;329
Xerox;Xerox 1985;Home Office;Office Supplies;Paper;338;452
Other;GuestStacker Chair with Chrome Finish Legs;Home Office;Furniture;Chairs;339;261
Tenex;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";Home Office;Furniture;Furnishings;340;313
Kensington;Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center;Home Office;Office Supplies;Appliances;341;476
Newell;Newell 347;Home Office;Office Supplies;Art;342;37
Avery;Avery 495;Home Office;Office Supplies;Labels;132;2
Bevis;Bevis Steel Folding Chairs;Corporate;Furniture;Chairs;343;59
Acco;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red";Corporate;Office Supplies;Binders;344;370
Other;Blackstonian Pencils;Corporate;Office Supplies;Art;345;231
Acco;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";Corporate;Office Supplies;Binders;346;90
Avery;Avery 488;Corporate;Office Supplies;Labels;347;438
Other;Recycled Steel Personal File for Standard File Folders;Corporate;Office Supplies;Storage;348;492
Samsung;Samsung Galaxy Mega 6.3;Consumer;Technology;Phones;349;229
Logitech;Logitech G600 MMO Gaming Mouse;Corporate;Technology;Accessories;104;15
Avery;Avery File Folder Labels;Corporate;Office Supplies;Labels;350;6
Carina;Carina Mini System Audio Rack, Model AR050B;Corporate;Office Supplies;Storage;351;38
Other;X-Rack File for Hanging Folders;Corporate;Office Supplies;Storage;352;181
Global;Global Leather Executive Chair;Corporate;Furniture;Chairs;353;367
Other;2300 Heavy-Duty Transfer File Systems by Perma;Corporate;Office Supplies;Storage;354;472
Square;Square Credit Card Reader;Consumer;Technology;Phones;355;54
DAX;Dax Clear Box Frame;Consumer;Furniture;Furnishings;356;466
Global;Global Stack Chair without Arms, Black;Consumer;Furniture;Chairs;239;136
Avery;Avery Non-Stick Heavy Duty View Round Locking Ring Binders;Consumer;Office Supplies;Binders;176;252
Maxell;Maxell 4.7GB DVD-RW 3/Pack;Consumer;Technology;Accessories;357;13
Hunt;Hunt Boston Vacuum Mount KS Pencil Sharpener;Consumer;Office Supplies;Art;358;423
Other;Economy Rollaway Files;Consumer;Office Supplies;Storage;216;480
Belkin;Belkin 6 Outlet Metallic Surge Strip;Consumer;Office Supplies;Appliances;186;341
Brother;Brother DCP1000 Digital 3 in 1 Multifunction Machine;Consumer;Technology;Copiers;359;209
Avery;Avery 481;Home Office;Office Supplies;Labels;360;204
Avery;"Avery Durable Plastic 1"" Binders";Consumer;Office Supplies;Binders;361;367
GBC;GBC Poly Designer Binding Covers;Consumer;Office Supplies;Binders;362;445
Boston;Boston Home & Office Model 2000 Electric Pencil Sharpeners;Consumer;Office Supplies;Art;284;58
OIC;OIC Thumb-Tacks;Consumer;Office Supplies;Fasteners;363;400
Fellowes;Fellowes Binding Cases;Consumer;Office Supplies;Binders;364;50
Eldon;Eldon Regeneration Recycled Desk Accessories, Smoke;Corporate;Furniture;Furnishings;365;157
Holmes;Holmes Odor Grabber;Corporate;Office Supplies;Appliances;366;472
DAX;DAX Wood Document Frame;Consumer;Furniture;Furnishings;205;452
Global;Global Value Mid-Back Manager's Chair, Gray;Consumer;Furniture;Chairs;94;3
Storex;Storex Dura Pro Binders;Corporate;Office Supplies;Binders;55;29
Easy-staple paper;Easy-staple paper;Corporate;Office Supplies;Paper;367;466
Eldon;Eldon Portable Mobile Manager;Corporate;Office Supplies;Storage;368;423
Newell;Newell 350;Consumer;Office Supplies;Art;369;65
Xerox;Xerox 1933;Consumer;Office Supplies;Paper;370;310
Adams;"Adams ""While You Were Out"" Message Pads";Consumer;Office Supplies;Paper;371;385
Wilson Jones;Wilson Jones Legal Size Ring Binders;Home Office;Office Supplies;Binders;372;249
Other;Model L Table or Wall-Mount Pencil Sharpener;Home Office;Office Supplies;Art;373;480
Staple-on labels;Staple-on labels;Home Office;Office Supplies;Labels;116;281
Other;Lifetime Advantage Folding Chairs, 4/Carton;Consumer;Furniture;Chairs;374;306
Balt;Balt Split Level Computer Training Table;Consumer;Furniture;Tables;70;276
Newell;Newell 335;Consumer;Office Supplies;Art;375;138
Acco;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";Consumer;Office Supplies;Binders;376;424
Hewlett-Packard;Hewlett Packard LaserJet 3310 Copier;Consumer;Technology;Copiers;377;49
Sony;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;Consumer;Technology;Accessories;378;271
Kingston;Kingston Digital DataTraveler 32GB USB 2.0;Consumer;Technology;Accessories;288;284
Avery;Avery 518;Corporate;Office Supplies;Labels;260;7
Avery;Avery 506;Corporate;Office Supplies;Labels;379;131
Other;Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright);Corporate;Office Supplies;Paper;380;134
Fellowes;Fellowes Super Stor/Drawer;Corporate;Office Supplies;Storage;381;408
Hon;Hon Pagoda Stacking Chairs;Consumer;Furniture;Chairs;382;58
Southworth;Southworth 25% Cotton Premium Laser Paper and Envelopes;Consumer;Office Supplies;Paper;383;181
Acme;Acme Design Stainless Steel Bent Scissors;Consumer;Office Supplies;Supplies;384;88
Other;Wilson Electronics DB Pro Signal Booster;Consumer;Technology;Phones;385;421
Bestar;Bestar Classic Bookcase;Consumer;Furniture;Bookcases;386;381
Dixon;DIXON Ticonderoga Erasable Checking Pencils;Consumer;Office Supplies;Art;387;408
Strathmore;Strathmore #10 Envelopes, Ultimate White;Consumer;Office Supplies;Envelopes;388;122
Other;LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite;Consumer;Technology;Phones;389;356
Deflect-o;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;Consumer;Furniture;Furnishings;390;248
SanDisk;SanDisk Cruzer 64 GB USB Flash Drive;Consumer;Technology;Accessories;391;186
Other;Xblue XB-1670-86 X16 Small Office Telephone - Titanium;Consumer;Technology;Phones;392;235
Avery;Avery Arch Ring Binders;Home Office;Office Supplies;Binders;393;127
Other;"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book";Home Office;Office Supplies;Paper;120;416
Staple holder;Staple holder;Corporate;Office Supplies;Appliances;394;173
Logitech;Logitech ClearChat Comfort/USB Headset H390;Consumer;Technology;Accessories;395;376
Hon;Hon Multipurpose Stacking Arm Chairs;Corporate;Furniture;Chairs;396;359
DAX;DAX Value U-Channel Document Frames, Easel Back;Consumer;Furniture;Furnishings;20;122
Bevis;Bevis Traditional Conference Table Top, Plinth Base;Consumer;Furniture;Tables;397;309
Iceberg;Iceberg Nesting Folding Chair, 19w x 6d x 43h;Corporate;Furniture;Chairs;224;167
Other;EcoTones Memo Sheets;Corporate;Office Supplies;Paper;188;241
Plantronics;Plantronics Audio 478 Stereo USB Headset;Consumer;Technology;Accessories;398;396
GBC;GBC DocuBind P100 Manual Binding Machine;Home Office;Office Supplies;Binders;399;164
Other;Staples;Home Office;Office Supplies;Fasteners;80;249
Fellowes;Fellowes Super Stor/Drawer;Consumer;Office Supplies;Storage;381;226
Electrix;Electrix Halogen Magnifier Lamp;Corporate;Furniture;Furnishings;400;345
Iceberg;Iceberg Nesting Folding Chair, 19w x 6d x 43h;Corporate;Furniture;Chairs;224;28
Imation;Imation Clip USB flash drive - 8 GB;Consumer;Technology;Accessories;401;414
Other;Surelock Post Binders;Home Office;Office Supplies;Binders;78;495
Apple;Apple iPhone 5;Consumer;Technology;Phones;402;77
Xerox;Xerox 1949;Consumer;Office Supplies;Paper;403;211
Deflect-o;Deflect-o Glass Clear Studded Chair Mats;Consumer;Furniture;Furnishings;404;472
Xerox;Xerox 1949;Consumer;Office Supplies;Paper;403;157
Avery;Avery Heavy-Duty EZD View Binder with Locking Rings;Consumer;Office Supplies;Binders;405;65
Acme;Acme Design Stainless Steel Bent Scissors;Consumer;Office Supplies;Supplies;384;316
Other;24-Hour Round Wall Clock;Corporate;Furniture;Furnishings;406;480
Acco;Acco 6 Outlet Guardian Basic Surge Suppressor;Corporate;Office Supplies;Appliances;407;278
Sanford;Sanford Colorific Scented Colored Pencils, 12/Pack;Corporate;Office Supplies;Art;408;227
Other;Contemporary Borderless Frame;Corporate;Furniture;Furnishings;409;126
Xerox;Xerox 213;Corporate;Office Supplies;Paper;311;112
Rogers;Rogers Profile Extra Capacity Storage Tub;Corporate;Office Supplies;Storage;252;92
SanDisk;SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card;Corporate;Technology;Accessories;410;361
Other;4009 Highlighters by Sanford;Home Office;Office Supplies;Art;25;4
Fellowes;Fellowes PB300 Plastic Comb Binding Machine;Corporate;Office Supplies;Binders;411;307
Plantronics;Plantronics Voyager Pro Legend;Corporate;Technology;Phones;412;305
Global;Global Deluxe Steno Chair;Consumer;Furniture;Chairs;413;367
Ibico;Ibico Plastic Spiral Binding Combs;Consumer;Office Supplies;Binders;414;453
Staple envelope;Staple envelope;Consumer;Office Supplies;Envelopes;29;494
Adams;Adams Telephone Message Books, 5 1/4” x 11”;Consumer;Office Supplies;Paper;415;298
Belkin;Belkin 8 Outlet Surge Protector;Home Office;Office Supplies;Appliances;102;193
GBC;GBC ProClick Punch Binding System;Home Office;Office Supplies;Binders;416;452
Xerox;Xerox 1992;Home Office;Office Supplies;Paper;417;373
Nortel;Nortel Networks T7316 E Nt8 B27;Consumer;Technology;Phones;418;408
Plantronics;Plantronics Encore H101 Dual Earpieces Headset;Consumer;Technology;Phones;419;333
Newell;Newell 317;Consumer;Office Supplies;Art;420;203
Angle-D;Angle-D Ring Binders;Consumer;Office Supplies;Binders;421;121
Motorola;Motorola L804;Consumer;Technology;Phones;422;100
Other;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";Consumer;Office Supplies;Appliances;423;273
Avery;Avery Non-Stick Binders;Consumer;Office Supplies;Binders;261;145
Other;Letter Slitter;Consumer;Office Supplies;Supplies;424;1
Xerox;Xerox 1999;Consumer;Office Supplies;Paper;425;101
Xerox;Xerox 1944;Consumer;Office Supplies;Paper;426;169
Strathmore;Strathmore Photo Frame Cards;Consumer;Office Supplies;Paper;427;111
Electrix;Electrix Incandescent Magnifying Lamp, Black;Consumer;Furniture;Furnishings;428;6
Harmony;Harmony Air Purifier;Consumer;Office Supplies;Appliances;429;470
Wirebound;"Wirebound Service Call Books, 5 1/2"" x 4""";Home Office;Office Supplies;Paper;49;317
Global;Global Commerce Series Low-Back Swivel/Tilt Chairs;Consumer;Furniture;Chairs;430;27
Dixon;DIXON Ticonderoga Erasable Checking Pencils;Consumer;Office Supplies;Art;387;141
SAFCO;SAFCO Mobile Desk Side File, Wire Frame;Consumer;Office Supplies;Storage;431;499
Sauder;Sauder Inglewood Library Bookcases;Corporate;Furniture;Bookcases;432;200
Other;VTech DS6151;Corporate;Technology;Phones;433;395
Other;netTALK DUO VoIP Telephone Service;Corporate;Technology;Phones;434;210
Hon;Hon Olson Stacker Stools;Consumer;Furniture;Chairs;435;42
Fellowes;Fellowes Presentation Covers for Comb Binding Machines;Consumer;Office Supplies;Binders;436;465
KI;KI Conference Tables;Corporate;Furniture;Tables;437;431
Fellowes;Fellowes Officeware Wire Shelving;Corporate;Office Supplies;Storage;438;46
Logitech;Logitech Wireless Performance Mouse MX for PC and Mac;Consumer;Technology;Accessories;439;240
Plantronics;Plantronics HL10 Handset Lifter;Consumer;Technology;Phones;440;100
Other;"Green Canvas Binder for 8-1/2"" x 14"" Sheets";Consumer;Office Supplies;Binders;441;335
Imation;Imation 30456 USB Flash Drive 8GB;Corporate;Technology;Accessories;163;130
Other;I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;Corporate;Technology;Phones;442;60
Honeywell;Honeywell Quietcare HEPA Air Cleaner;Corporate;Office Supplies;Appliances;443;382
GBC;"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""";Corporate;Office Supplies;Binders;444;461
Xerox;Xerox 1948;Corporate;Office Supplies;Paper;445;55
Other;Geemarc AmpliPOWER60;Corporate;Technology;Phones;446;277
